ISIN,Instrument Name,Industry,Security Code,Security Id,Status,Group,Face Value,Instrument
INE856E01019,BANSISONS TEA INDUSTRIES LTD.,Tea & Coffee,519353,BANSTEA,Active,P,10,Equity
NA,SHRI ISHAR AGRO LTD.,Other Agricultural Products,519355,SHISRAG,Delisted,Z,10,Equity
NA,TIRUMALA-FUJITECH AQUAFARMS LTD.,,519357,TRFJTFD,Delisted,Z,10,Equity
INE809E01018,POONA DAL & OIL INDUSTRIES LTD.,Edible Oils,519359,POONADAL,Active,X,10,Equity
NA,INDIAN FOOD FERMENTATIONS LTD.,,519365,IDANFDF,Delisted,Z,10,Equity
INE213P01019,TRANSGLOBE FOODS LTD.,Non-alcoholic Beverages,519367,TRANSFD,Active,X,10,Equity
NA,SOMKAN MARINE FOODS LTD.,,519369,SOMKAFD,Delisted,Z,10,Equity
INE067D01015,VIMAL OIL & FOODS LTD.,Edible Oils,519373,VIMALOIL,Active,T,10,Equity
NA,RMI FOODS LTD.,Packaged Foods,519375,RMIFOOD,Delisted,P,10,Equity
NA,MEHAR DAIRY INDUSTRIES LTD.,,519379,MEHARDT,Delisted,Z,10,Equity
NA,WINFARM AGRO INDUSTRIES LTD.,,519381,WINFAGR,Delisted,Z,10,Equity
INE087B01017,ANIK INDUSTRIES LTD.,Other Agricultural Products,519383,ANIKINDS,Active,B,10,Equity
NA,SAWANT FOOD PRODUCTS LTD.,Packaged Foods,519387,SAWNTFD,Delisted,P,10,Equity
NA,INDUS FOODS LTD.,,519389,IDUSFOD,Delisted,Z,10,Equity
NA,EASTERN OVERSEAS LTD.,,519391,EASTOVR,Delisted,Z,10,Equity
INE839C01019,DALMIA INDUSTRIES LTD.,Packaged Foods,519393,DALMIAIN,Delisted,X,10,Equity
INE154E01019,HARYANA SURAJ MALTINGS LTD.,,519395,HARSM,Delisted,Z,10,Equity
INE220Z01013,SHARAT INDUSTRIES LTD.,Packaged Foods,519397,SHINDL,Suspended,P,10,Equity
NA,CENTURY PROTEINS LTD.,,519399,CENTPRTDM,Delisted,Z,10,Equity
NA,INDO AQUATICS LTD.,,519401,INDOAQA,Delisted,Z,10,Equity
NA,MILK SPECIALITIES LTD.,Packaged Foods,519403,MILKSPL,Suspended,P,10,Equity
NA,SANJIVANI AGRO INDUSTRIES LTD.,Edible Oils,519405,SANJAG,Delisted,P,10,Equity
NA,UNILIV FOODS LTD.,,519407,UNILIFD,Delisted,Z,10,Equity
INE633C01016,SURYACHAKRA SEAFOODS LTD.,,519411,SURSF,Delisted,Z,10,Equity
INE673U01014,Datiware Maritime Infra Ltd,Shipping,519413,DATIWARE,Active,P,10,Equity
INE873N01015,KMG MILK FOOD LTD.,Packaged Foods,519415,KMGMILK,Active,P,10,Equity
INE604C01017,MONESHI AGRO INDUSTRIES LTD.,IT Consulting & Software,519417,MONESHIA,Delisted,XD,10,Equity
NA,MAYA AGRO PRODUCTS LTD.,Edible Oils,519419,MAYAGRP,Delisted,P,10,Equity
INE953E01014,KSE LTD.,Packaged Foods,519421,KSE,Active,XT,10,Equity
NA,HERMAN MILKFOODS LTD.,Packaged Foods,519428,HERMMLK,Delisted,P,10,Equity
,PRAKASH SOLVENT EXTRACTIONS LTD.,Edible Oils,519430,PRAKSOV,Delisted,Y,10,Equity
NA,MAHAVIRA FOODS LTD.,,519433,MAHVIFD,Delisted,Z,10,Equity
NA,VAFA AGRO LTD.,,519435,VAFAGRO,Delisted,Z,10,Equity
INE062E01014,PIONEER AGRO EXTRACTS LTD.,Edible Oils,519439,PIONAGR,Active,X,10,Equity
INE733M01013,JAIDKA INDUSTRIES LTD.,Textiles,519441,JAIDIND,Delisted,P,10,Equity
NA,THAPAR OILS & FATS LTD.,,519443,THAPOIL,Delisted,Z,10,Equity
NA,PAWAN PROTEINS LTD.,,519445,PAWANPR,Delisted,Z,10,Equity
NA,PRIME SOLVENT EXTRACTIONS LTD.,Edible Oils,519447,PRIMSOL,Delisted,P,10,Equity
NA,SHREE SHAKTI AGRO OILS LTD.,,519449,SHRSHAK,Delisted,Z,10,Equity
INE159T01016,VADILAL DAIRY INTERNATIONAL LTD.,Packaged Foods,519451,VADIDAI,Suspended,P,10,Equity
INE540C01021,NARBADA GEMS AND JEWELLERY LTD.,Other Apparels & Accessories,519455,NARBADA,Active,X,10,Equity
INE295C01014,VIRAT CRANE INDUSTRIES LTD.,Packaged Foods,519457,VIRATCRA,Active,X,10,Equity
NA,CHAKAN VEGOILS LTD.,Edible Oils,519459,CHAKVEG,Delisted,P,10,Equity
INE678B01021,IB INFOTECH ENTERPRISES LTD.,Other Agricultural Products,519463,IBINFO,Active,XT,10,Equity
NA,AVI INDUSTRIES LTD.,,519467,AVIINDSDM,Delisted,Z,10,Equity
INE330C01019,RATTAN VANASPATI LTD.,Edible Oils,519469,RATVA,Delisted,Z,10,Equity
INE072V01017,Ambar Protein Industries Ltd,Edible Oils,519471,AMBARPIL,Active,XT,10,Equity
INE187B01015,TRILLENIUM TECHNOLOGIES LTD.,Other Agricultural Products,519473,TRILLENT,Delisted,X,10,Equity
INE975C01011,CHORDIA FOOD PRODUCTS LTD.,Other Food Products,519475,CHORDIA,Active,XT,10,Equity
INE052V01019,CIAN Agro Industries & Infrastructure Ltd,Edible Oils,519477,CIANAGRO,Active,P,10,Equity
INE112B01013,OMEGA AG-SEEDS (PUNJAB) LTD.,Other Agricultural Products,519479,OMEAG,Suspended,Z,10,Equity
INE521C01013,MIHIJAM VANASPATI LTD.,Edible Oils,519481,MIHIJAM,Delisted,X,10,Equity
INE358D01018,TAI INDUSTRIES LTD.,Comm.Trading  & Distribution,519483,TAIIND,Active,XT,10,Equity
INE237D01014,Kohinoor Techno Engineers Limited,Comm.Trading  & Distribution,519485,KOHINOORT,Delisted,Z,10,Equity
NA,SHRI ANJANEY AGRO FOODS LTD.,Edible Oils,519489,SH.ANJY,Delisted,P,10,Equity
INE049J01010,OCEAN AGRO (INDIA) LTD.,Containers & Packaging,519491,OCEAGRO,Active,X,10,Equity
INE542C01019,N.K.INDUSTRIES LTD.,Edible Oils,519494,NKIND,Active,B,10,Equity
INE405B01011,TRANS TECHNO FOODS LTD.,Other Agricultural Products,519496,TRATF,Delisted,Z,10,Equity
NA,GLOBAL FOODS LTD.,,519498,GLBLFDS,Delisted,Z,10,Equity
INE356C01022,BKV INDUSTRIES LTD.,Packaged Foods,519500,BKV,Suspended,XT,1,Equity
NA,MAHADEV INDUSTRIES LTD.,,519504,MAHINDL,Delisted,Z,10,Equity
INE630N01019,NCC BLUE WATER PRODUCTS LTD.,Packaged Foods,519506,NCCBLUE,Active,P,10,Equity
NA,GENUINE COMMODITIES DEVELOPMENT COMPANY LTD.,Packaged Foods,519508,GENUINC,Delisted,P,10,Equity
NA,ANMOL DAIRY LTD.,,519510,ANMOLDY,Delisted,Z,10,Equity
INE733B01016,DR.M.SOY & GENERAL FOOD LTD.,,519512,DRMSY,Delisted,Z,10,Equity
INE893E01012,RAJESH SOLVEX LTD.,Other Agricultural Products,519514,RAJSOLV,Delisted,P,10,Equity
NA,ROYCE MARINE PRODUCTS LTD.,,519518,ROYCMAR,Delisted,Z,10,Equity
NA,INTERNATIONAL WATER BASE LTD.,,519520,INTWATR,Delisted,Z,10,Equity
NA,SAHAS AGRO LTD.,,519526,SAHASAG,Delisted,Z,10,Equity
INE369C01017,NORBEN TEA & EXPORTS LTD.,Tea & Coffee,519528,NORBTEAEXP,Suspended,B,10,Equity
INE822B01017,ASIAN TEA & EXPORTS LTD.,Comm.Trading  & Distribution,519532,ASIANTNE,Active,XT,10,Equity
NA,VISAKHA AQUA FARMS LTD.,,519534,VISAKAQ,Delisted,Z,10,Equity
NA,AGRI-MARINE EXPORTS LTD.,Packaged Foods,519536,AGRMARI,Delisted,P,10,Equity
INE867B01012,INDO-FRENCH BIOTECH ENTERPRISES LTD.,Other Agricultural Products,519538,INDOFREB,Delisted,X,10,Equity
NA,KANAIYA FOODS (INDIA) LTD.,,519540,KANAFOD,Delisted,Z,10,Equity
NA,VRUNDAVAN AGRO INDUSTRIES LTD.,,519542,VRUNDAG,Delisted,Z,10,Equity
INE680C01025,KENGOLD (INDIA) LTD.,Comm.Trading  & Distribution,519546,KENGI,Suspended,Z,10,Equity
NA,K.J.INTERNATIONAL LTD.,Other Agricultural Products,519548,KJINTFD,Delisted,P,10,Equity
NA,BUBNA MAJOR BIOTECH LTD.,,519550,BUBNMAJ,Delisted,Z,10,Equity
INE978A01027,Heritage Foods Limited,Packaged Foods,519552,HERITGFOOD,Active,B,5,Equity
NA,CONFRO AGROS LTD.,,519554,CONFAGR,Delisted,Z,10,Equity
,WESTERN FOODS LTD.,,519558,WESTEFD,Delisted,Z,10,Equity
INE874D01022,NEHA INTERNATIONAL LTD.,Other Agricultural Products,519560,NEHAINT,Active,X,10,Equity
NA,P.A.SEA FOOD EXPORTS LTD.,,519562,PASEAFD,Delisted,Z,10,Equity
NA,ORIENT VEGETEXPO LTD.,,519564,ORIEVEG,Delisted,Z,10,Equity
INE354D01017,SIMRAN FARMS LTD.,Packaged Foods,519566,SIMRAN,Active,X,10,Equity
INE992B01026,LAKSHMI OVERSEAS INDUSTRIES LTD.,Other Agricultural Products,519570,LAKSHMIO,Suspended,Z,2,Equity
NA,UNITY AGROTECH INDUSTRIES LTD.,,519572,UNITYAG,Delisted,Z,10,Equity
NA,HINDUSTAN AGRIGENETICS LTD.,Other Agricultural Products,519574,HINDUST,Suspended,P,10,Equity
NA,INDO-DUTCH PROTEINS LTD.,,519576,INDODFD,Delisted,Z,10,Equity
NA,JAGDAMBA FOODS LTD.,Other Agricultural Products,519578,JAGDAMD,Delisted,P,10,Equity
INE363C01010,HANUMAN TEA CO.LTD.,Tea & Coffee,519580,HANUMAN,Delisted,XD,10,Equity
NA,UNIFIED AGRO INDUSTRIES (INDIA) LTD.,,519582,UNTEDFD-B,Delisted,Z,10,Equity
NA,GOLDEN AGRO-TECH INDUSTRIES LTD.,,519584,GOLDEFD,Delisted,Z,10,Equity
INE393M01016,Smilax Industries Limited,Packaged Foods,519586,SMILAX,Delisted,XT,10,Equity
INE456C01020,DFM FOODS LTD.,Packaged Foods,519588,DFM,Active,B,2,Equity
INE421D01022,CCL PRODUCTS (INDIA) LTD.,Tea & Coffee,519600,CCL,Active,A,2,Equity
INE164B01022,Kellton Tech Solutions Ltd.,IT Software Products,519602,KELLTONTEC,Active,T,5,Equity
INE565E01016,SURYO FOODS & INDUSTRIES LTD.,Packaged Foods,519604,SURFI,Active,XT,10,Equity
INE177M01013,INTEGRATED PROTEINS LTD.,Edible Oils,519606,INTEGFD,Active,XT,10,Equity
NA,LILAC EXPORTS LTD.,,519608,LILACFD,Delisted,Z,10,Equity
NA,SUNCITY INDUSTRIES LTD.,Other Agricultural Products,519610,SUNCITY,Delisted,P,10,Equity
INE734D01010,MAHAAN FOODS LTD.,Packaged Foods,519612,MAHAANF,Active,X,10,Equity
INE251F01010,VYBRA AUTOMET LTD.,Auto Parts & Equipment,520003,VYVRAUT,Delisted,Z,10,Equity
INE209B01025,RICO AUTO INDUSTRIES LTD.,Auto Parts & Equipment,520008,RICOAUTO,Active,B,1,Equity
INE090B01011,OMAX AUTOS LTD.,Auto Parts & Equipment,520021,OMAXAUTO,Active,B,10,Equity
INE502A01017,DENSO (INDIA) LTD.,Auto Parts & Equipment,520022,DENSO,Delisted,B,10,Equity
NA,MANSAROVARP,,520024,MANSAROVARP,Delisted,Z,10,Equity
INE431D01013,HELLA INDIA LIGHTING LTD.,Auto Parts & Equipment,520026,HELLAIND,Delisted,B,10,Equity
INE577A01027,MUNJAL SHOWA LTD.,Auto Parts & Equipment,520043,MUNJALSHOW,Active,B,2,Equity
INE039C01032,JAMNA AUTO INDUSTRIES LTD.,Auto Parts & Equipment,520051,JAMNAAUTO,Active,B,1,Equity
INE105A01035,SUNDARAM-CLAYTON LTD.,Auto Parts & Equipment,520056,SUNCLAYLTD,Active,A,5,Equity
INE643A01035,Jtekt India Ltd,Auto Parts & Equipment,520057,JTEKTINDIA,Active,B,1,Equity
INE672B01032,MUNJAL AUTO INDUSTRIES LTD.,Auto Parts & Equipment,520059,MUNJALAU,Active,B,2,Equity
INE871A01016,LAKSHMI AUTO COMPONENTS LTD.,,520061,LAKSHMIAUTO,Delisted,B,10,Equity
INE527A01014,GKN DRIVESHAFTS (INDIA) LTD.,,520064,GKNDRDM,Delisted,B,10,Equity
INE571B01028,JAY BHARAT MARUTI LTD.,Auto Parts & Equipment,520066,JAYBARMARU,Active,B,5,Equity
NA,REINZ-TALBROS LTD.,Cement & Cement Products,520067,RENZTLB-B,Delisted,P,10,Equity
NA,NATIONAL AUTO ACCESSORIES LTD.,Auto Parts & Equipment,520069,NATAUTO,Delisted,P,10,Equity
INE686B01016,JAI PARABOLIC SPRINGS LTD.,,520071,JAPSP,Delisted,T,10,Equity
INE704B01017,RACL Geartech Ltd,Auto Parts & Equipment,520073,RACLGEAR,Active,X,10,Equity
INE706B01012,SAMKRG PISTONS & RINGS LTD.,Auto Parts & Equipment,520075,SAMKRG,Active,X,10,Equity
INE130C01021,AMTEK AUTO LTD.,Auto Parts & Equipment,520077,AMTEKAUTO,Suspended,Z,2,Equity
INE288C01019,INDIA STEAMSHIP CO.LTD.,,520079,INDIASTE,Delisted,B,10,Equity
,SOU IND CO A,,520080,SICA,Delisted,Z,,Equity
INE315F01013,EAST COAST STEEL LTD.,Iron & Steel/Interm.Products,520081,ECSTSTL,Active,P,10,Equity
INE075B01012,SICAL LOGISTICS LTD.,Transportation - Logistics,520086,SICAL,Active,B,10,Equity
NA,SIPANI AUTOMOBILES LTD.,,520090,SIPNAUT,Delisted,Z,10,Equity
NA,AUTO TENSION LTD.,Auto Parts & Equipment,520096,ATOTNSN,Delisted,P,10,Equity
INE134C01015,TVS AUTOLEC LTD.,,520101,TVSAUTOL,Delisted,B,10,Equity
NA,ZBAJAJTR,,520109,ZBAJAJTR,Delisted,Z,10,Equity
INE703B01027,RATNAMANI METALS & TUBES LTD.,Construction & Engineering,520111,RATNAMANI,Active,B,2,Equity
INE386A01015,VESUVIUS INDIA LTD.,Other Industrial Goods,520113,VESUVIUS,Active,B,10,Equity
INE222G01019,BRAKES AUTO (INDIA) LTD.,Comm.Trading  & Distribution,520115,BRAKAUT,Delisted,Z,10,Equity
INE723B01017,SUNKU AUTO LTD.,2/3 Wheelers,520117,SUNKU,Delisted,XD,10,Equity
INE900C01027,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,Auto Parts & Equipment,520119,ASAL,Active,B,10,Equity
INE276D01012,ARCEE INDUSTRIES LTD.,Plastic Products,520121,ARCEEIN,Active,XT,10,Equity
INE125D01011,ABC INDIA LTD.,Surface Transportation,520123,ABCINDQ,Active,X,10,Equity
INE993B01016,DESIGN AUTO SYSTEMS LTD.,Auto Parts & Equipment,520125,DESIGNAU,Delisted,XD,10,Equity
INE654B01014,BALURGHAT TECHNOLOGIES LTD.,Surface Transportation,520127,BALTE,Active,X,10,Equity
INE229E01019,COASTAL ROADWAYS LTD.,Surface Transportation,520131,COARO,Active,P,10,Equity
NA,ALANG MARINE LTD.,Iron & Steel Products,520133,ALANGMR-B,Suspended,P,10,Equity
INE685B01018,JAGSON AIRLINES LTD.,Airlines,520139,JAGSONAI,Active,XT,10,Equity
INE441C01014,SIBAR AUTO PARTS LTD.,Auto Parts & Equipment,520141,SIBARAUT,Active,X,10,Equity
INE922C01013,FAIRFIELD ATLAS LTD.,Industrial Machinery,520145,FAIRFIEL,Delisted,B,10,Equity
NA,CRC CARRIER LTD.,,520147,CRCARRIDM,Delisted,Z,10,Equity
INE521D01011,MAFATLAL LUBRICANTS LTD.,Refineries/ Petro-Products,520149,MAFLU,Suspended,P,10,Equity
INE757B01015,SHREYAS SHIPPING & LOGISTICS LTD.,Shipping,520151,SHREYAS,Active,B,10,Equity
NA,INDIA CASTOR LTD.,,520153,INDCASTDM,Delisted,Z,10,Equity
INE580C01019,Starlog Enterprises Ltd,Marine Port & Services,520155,STARLOG,Active,X,10,Equity
NA,SHIVA SUITINGS LTD.,Comm.Trading  & Distribution,521003,SHVSUIT,Active,P,10,Equity
INE807M01023,INDOVATION TECHNOLOGIES LTD.,Textiles,521005,INDOVATION,Active,XT,10,Equity
NA,NIWAS SPINNING MILLS LTD.,Textiles,521009,NIWASSP,Suspended,P,10,Equity
NA,ANANT ROTOSPIN LTD.,Textiles,521012,ANANROT,Delisted,P,10,Equity
INE022C01012,EUROTEX INDUSTRIES & EXPORTS LTD.,Textiles,521014,EUROTEXIND,Active,B,10,Equity
INE483B01026,INDO COUNT INDUSTRIES LTD.,Textiles,521016,ICIL,Active,A,2,Equity
INE882A01013,MARAL OVERSEAS LTD.,Textiles,521018,MARALOVER,Active,B,10,Equity
INE411C01017,SURYAJYOTI SPINNING MILLS LTD.,Textiles,521022,SURYAJYOTI,Delisted,Z,10,Equity
NA,AMETHI TEXTILES LTD.,,521024,AMTEXTL,Delisted,Z,10,Equity
,SHEENA TEXTILES LTD.,Textiles,521026,SHEENA,Delisted,P,10,Equity
INE728E01010,VEENA TEXTILES LTD.,Comm.Trading  & Distribution,521028,VEENATX,Delisted,P,10,Equity
INE559B01023,Nakoda Limited,Textiles,521030,NAKODA,Suspended,Z,5,Equity
INE314C01013,SOMA TEXTILES & INDUSTRIES LTD.,Textiles,521034,SOMATEX,Active,B,10,Equity
INE695C01015,SOURCE INDUSTRIES (INDIA) LTD.,Textiles,521036,SOURCEIND,Active,XT,10,Equity
INE868H01017,TAMILNADU JAIBHARAT MILLS LTD.,Textiles,521038,TAMJAIM,Active,XT,10,Equity
INE698C01019,VANASTHALI TEXTILE INDUSTRIES LTD.,Textiles,521046,VANASTEX,Delisted,XT,10,Equity
INE900E01015,ADVANCE LIFESTYLES LTD.,Textiles,521048,ADVLIFE,Active,XT,10,Equity
NA,SALEM TEXTILES LTD.,Textiles,521052,SALEMTX,Delisted,P,10,Equity
INE092E01011,KAKATIYA TEXTILES LTD.,Textiles,521054,KAKTEX,Active,XT,10,Equity
INE217C01018,CHESLIND TEXTILES LTD.,Textiles,521056,CHESLINTEX,Delisted,B,10,Equity
NA,DENISH-KNIT INDUSTRIES LTD.,,521058,DENIKNI,Delisted,Z,10,Equity
INE814L01013,Perfect-Octave Media Projects Ltd,Broadcasting & Cable TV,521062,OCTAVE,Active,X,10,Equity
INE064C01014,TRIDENT LTD.,Textiles,521064,TRIDENT,Active,A,10,Equity
INE689E01014,HISAR SPINNING MILLS LTD.,Textiles,521068,HISARSP,Active,P,10,Equity
INE270A01011,ALOK INDUSTRIES LTD.,Textiles,521070,ALOKTEXT,Active,T,10,Equity
NA,INTERCRAFT LTD.,Other Apparels & Accessories,521072,INTRCRF,Delisted,P,10,Equity
NA,KORATLA TEXTILES INDIA LTD.,,521074,KORATEX,Delisted,Z,10,Equity
INE988A01026,AMIT SPINNING INDUSTRIES LTD.,Textiles,521076,ASIL,Suspended,T,5,Equity
INE604F01010,PASARI SPINNING MILLS LTD.,Textiles,521080,PASARI,Active,XT,10,Equity
INE376C01020,SPENTEX INDUSTRIES LTD.,Textiles,521082,SPENTEX,Active,T,10,Equity
NA,SAGAR APPARELS LTD.,,521086,SAGRAPR,Delisted,Z,10,Equity
NA,VINIYOGA CLOTHEX LTD.,,521088,VNYGCLO,Delisted,Z,10,Equity
NA,KARAN FIBRES AND FABRICS LTD.,,521090,KARNFBR,Delisted,Z,10,Equity
NA,RAGHU INDUSTRIES LTD.,,521092,RAGHUIN,Delisted,Z,10,Equity
NA,HINDUSTAN COTEX EXPORTS LTD.,,521093,HINCOTX,Delisted,Z,10,Equity
NA,H-LON HOSIERY LTD.,,521095,HLNHOSR,Delisted,Z,10,Equity
INE484D01012,AMARJOTHI SPINNING MILLS LTD.,Textiles,521097,AMARJOTHI,Active,X,10,Equity
INE907B01016,EMTEX INDUSTRIES (I) LTD.,Textiles,521099,EMTEXIND,Delisted,T,10,Equity
INE761C01015,AMRAPALI DEVELOPERS (INDIA) LTD.,Comm.Trading  & Distribution,521103,AMRAPALI,Delisted,B,10,Equity
INE482O01021,OLYMPIA INDUSTRIES LTD.,Internet & Catalogue Retail,521105,OLYMPTX,Active,X,10,Equity
NA,SAJJAN TEXTILES MILLS LTD.,Textiles,521107,SAJJNT,Delisted,P,10,Equity
INE123B01028,NAGREEKA EXPORTS LTD.,Textiles,521109,NAGREEKEXP,Active,B,5,Equity
NA,SALZER TEXTILES LTD.,,521111,SALZETX,Delisted,Z,10,Equity
INE691D01012,SUDITI INDUSTRIES LTD.,Textiles,521113,SUDTIND-B,Active,X,10,Equity
NA,PRISM MILLS LTD.,,521115,PRSMMIL,Delisted,Z,10,Equity
NA,KUKAR SONS (INDO-FRENCH) EXPORTS LTD.,,521117,KKRSONS,Delisted,Z,10,Equity
NA,SRI MALINI SPINNING MILLS LTD.,Textiles,521119,SRIMALI,Delisted,P,10,Equity
INE787B01012,PEARL GLOBAL LTD.,Other Apparels & Accessories,521123,PEARLGLO,Delisted,B,10,Equity
INE197B01014,D.R.INDUSTRIES LTD.,Textiles,521125,DRIND,Delisted,P,10,Equity
INE964G01016,KHATOR FIBRE & FABRICS LTD.,Textiles,521127,KHTRFIB,Active,XT,10,Equity
INE677C01013,GUJARAT TEXSPIN LTD.,Textiles,521129,GUJTEXSP,Delisted,XD,10,Equity
INE363D01018,Shree Bhavya Fabrics Ltd,Textiles,521131,SBFL,Active,X,10,Equity
INE165F01020,GEM SPINNERS INDIA LTD.,Textiles,521133,GEMSPIN,Active,P,5,Equity
NA,VIJAYKUMAR MILLS LTD.,Textiles,521135,VJYKMCT,Delisted,P,10,Equity
INE958A01011,EUREKA INDUSTRIES LTD.,Textiles,521137,EUREKAI,Active,P,10,Equity
NA,MAHAGANESH TEXPRO LTD.,Textiles,521139,MHGTCXT,Delisted,P,10,Equity
INE122D01026,ADITYA SPINNERS LTD.,Textiles,521141,ADITYASP,Active,XT,10,Equity
NA,JERSEY INDIA LTD.,,521145,JERSETXDM,Delisted,Z,10,Equity
INE258D01028,MILLENNIUM BEER INDUSTRIES LTD.,Breweries & Distilleries,521147,MILLENNIUM,Delisted,T,1,Equity
INE419E01024,PRIME URBAN DEVELOPMENT INDIA LTD.,Realty,521149,PRIMEURB,Active,X,2,Equity
INE953D01016,DHANLAXMI FABRICS LTD.,Textiles,521151,DHANFAB,Active,X,10,Equity
INE121F01015,PANTALOON INDUSTRIES LTD.,,521153,PANTAIN,Delisted,S,10,Equity
NA,PEGASUS APPARELS LTD.,,521155,PEGAPPA,Delisted,Z,10,Equity
NA,PERSIAN CARPET & TEXTILES LTD.,Comm.Trading  & Distribution,521159,PERSCAR,Delisted,P,10,Equity
INE456D01010,SRI LAKSHMI SARASWATHI TEXTILES (ARNI) LTD.,Textiles,521161,SLSTLQ,Active,XT,10,Equity
INE206B01013,ZODIAC CLOTHING CO.LTD.,Other Apparels & Accessories,521163,ZODIACLOTH,Active,B,10,Equity
NA,ANAND COTSPIN LTD.,,521165,ANACOTS,Delisted,Z,10,Equity
INE485D01035,FRONTLINE BUSINESS SOLUTIONS LTD.,Other Apparels & Accessories,521167,FRONTBUSS,Active,XT,5,Equity
NA,DENIM FASHIONS LTD.,,521169,DENIMFS,Delisted,Z,10,Equity
NA,SSM MILLS LTD.,,521172,SSMILLS,Delisted,Z,10,Equity
INE487D01023,ARORA FIBRES LTD.,Textiles,521174,ARORAFIB,Delisted,XT,10,Equity
INE670B01028,GANGOTRI TEXTILES LTD.,Textiles,521176,GANGOTRI,Active,Z,5,Equity
INE306D01017,SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.,Textiles,521178,SRMCL,Active,X,10,Equity
INE662A01027,SUPER SPINNING MILLS LTD.,Textiles,521180,SUPERSPIN,Active,B,1,Equity
INE454D01015,SEASONS FURNISHINGS LTD.,Comm.Trading  & Distribution,521182,SEASONF,Active,XT,10,Equity
INE283A01014,PRECOT MILLS LTD.,,521184,PRECM,Delisted,Z,10,Equity
INE727E01012,UNITED TEXTILES LTD.,Textiles,521188,UNITEDTE,Active,XT,10,Equity
NA,PAN CLOTHING & CONSOLIDATED CO.LTD.,,521190,PANCLTH,Delisted,Z,10,Equity
INE574B01014,NEPC TEXTILES LTD.,Textiles,521192,NEPCTEX,Delisted,Z,10,Equity
INE923A01015,SIL INVESTMENTS LTD.,Other Financial Services,521194,SILINV,Active,B,10,Equity
NA,RAVI SPINNING LTD.,Textiles,521196,RAVISPN,Delisted,P,10,Equity
INE713B01026,SURYALAKSHMI COTTON MILLS LTD.,Textiles,521200,SURYALAXMI,Active,B,10,Equity
NA,SIDDHARTHA SPINFAB LTD.,,521204,SIDHART,Delisted,Z,10,Equity
INE931D01020,SAMTEX FASHIONS LTD.,Other Apparels & Accessories,521206,SAMTEX,Active,XT,2,Equity
INE504C01019,ATLANTIC SPINNING & WEAVING MILLS LTD.,Textiles,521208,ATLANTSP,Delisted,XD,10,Equity
INE117C01010,CITYMAN LTD.,Other Apparels & Accessories,521210,CITYMAN,Active,XT,10,Equity
NA,BALWANT TEXTILES MILLS LTD.,,521212,BALWTEX,Delisted,Z,10,Equity
NA,KESHARIYA SPINNERS LTD.,,521214,KESARTX,Delisted,Z,10,Equity
INE220C01012,DHANALAXMI ROTO SPINNERS LTD.,Textiles,521216,DHANROTO,Active,X,10,Equity
INE226F01012,DELIGHT HANDICRAFTS PALACE LTD.,,521218,DELIHND,Delisted,Z,10,Equity
INE497D01022,DAMODAR INDUSTRIES LTD.,Textiles,521220,DAMOINDUS,Active,B,5,Equity
INE602D01027,SANBLUE CORPORATION LTD.,Other Apparels & Accessories,521222,SANBLUE,Active,X,10,Equity
NA,KONGARAR TEXTILES LTD.,,521224,KONGATX,Delisted,Z,10,Equity
INE980D01019,UNIROYAL INDUSTRIES LTD.,Textiles,521226,UNIROYAL,Active,X,10,Equity
INE083G01031,TATIA GLOBAL VENNTURE LTD.,Other Apparels & Accessories,521228,TATIAGLOB,Active,X,1,Equity
NA,GOLDWON TEXTILES LTD.,Textiles,521230,GOLDTXT,Delisted,P,10,Equity
INE124M01015,SUNIL INDUSTRIES LTD.,Comm.Trading  & Distribution,521232,SUNILTX,Active,P,10,Equity
INE443E01016,SRI NACHAMMAI COTTON MILLS LTD.,Textiles,521234,SRINACHA,Active,X,10,Equity
INE488F01018,SRI GANAPATHY MILLS CO.LTD.,Textiles,521236,SROGNGM,Delisted,XT,10,Equity
INE893C01032,KKRRAFTON Developers Ltd,Computer Hardware,521238,KDL,Active,X,10,Equity
INE304D01012,SAMBANDAM SPINNING MILLS LTD.,Textiles,521240,SAMBANDAM,Active,X,10,Equity
INE292D01019,KANDAGIRI SPINNING MILLS LTD.,Textiles,521242,KANDAGIRI,Active,X,10,Equity
INE676G01024,CHITRADURGA SPINTEX LTD.,Textiles,521244,CHITRTX,Active,XT,10,Equity
INE162C01024,PARAS PETROFILS LTD.,Textiles,521246,PARASPETRO,Suspended,Z,1,Equity
INE602G01020,KITEX GARMENTS LTD.,Other Apparels & Accessories,521248,KITEX,Active,B,1,Equity
NA,SREE UMA PARAMESWARI MILLS LTD.,Textiles,521250,SRUMATX,Delisted,Z,10,Equity
INE938B01011,RADHIKA SPINNING MILLS LTD.,Textiles,521252,RADHIKAS,Delisted,XD,10,Equity
INE608B01010,CRANEX LTD.,Commercial Vehicles,522001,CRANEX,Active,X,10,Equity
INE177C01022,BATLIBOI LTD.,Industrial Machinery,522004,BATLIBOI,Active,X,5,Equity
INE759F01012,AUSTIN ENGINEERING CO.LTD.,Industrial Machinery,522005,AUSTENG,Active,X,10,Equity
INE961D01019,UNITED DRILLING TOOLS LTD.,Other Industrial Goods,522014,UNIDT,Active,X,10,Equity
